Team,Opponent,Win_Percentage,Wins,Losses,Ties,Total_Games
Cincinnati,Georgia Tech,,0,0,0,0
Cincinnati,Houston,50.0,15,15,0,30
Cincinnati,Illinois,50.0,1,1,0,2
Cincinnati,Indiana,38.46,5,8,0,13
Cincinnati,Iowa,0.0,0,1,0,1
Cincinnati,Iowa State,33.33,1,2,0,3
Cincinnati,Kansas,50.0,2,2,0,4
Cincinnati,Kansas State,57.14,4,3,0,7
Cincinnati,Kentucky,17.39,4,19,1,24
Cincinnati,LSU,,0,0,0,0
Cincinnati,Louisville,48.89,22,23,1,46
Cincinnati,Maryland,0.0,0,2,0,2
Cincinnati,Miami (FL),15.38,2,11,0,13
Cincinnati,Michigan,0.0,0,1,0,1
Cincinnati,Michigan State,50.0,1,1,0,2
Cincinnati,Minnesota,,0,0,0,0
Cincinnati,Mississippi State,50.0,1,1,0,2
Cincinnati,Missouri,,0,0,0,0
Cincinnati,NC State,50.0,1,1,0,2
Cincinnati,Nebraska,0.0,0,2,0,2
Cincinnati,North Carolina,0.0,0,3,0,3
Cincinnati,Northwestern,0.0,0,2,0,2
Cincinnati,Ohio State,0.0,0,8,0,8
Cincinnati,Oklahoma,0.0,0,3,0,3
Cincinnati,Oklahoma State,40.0,2,3,0,5
Cincinnati,Ole Miss,,0,0,0,0
Cincinnati,Oregon,,0,0,0,0
Cincinnati,Oregon State,100.0,2,0,0,2
Cincinnati,Penn State,11.11,1,8,0,9
Cincinnati,Pittsburgh,35.71,5,9,0,14
Cincinnati,Purdue,66.67,2,1,0,3
Cincinnati,Rutgers,50.0,9,9,1,19
Cincinnati,South Carolina,0.0,0,2,0,2
Cincinnati,Stanford,,0,0,0,0
Cincinnati,Syracuse,61.54,8,5,0,13
Cincinnati,TCU,40.0,2,3,0,5
Cincinnati,Tennessee,16.67,1,5,0,6
Cincinnati,Texas,,0,0,0,0
Cincinnati,Texas A&M,100.0,1,0,0,1
Cincinnati,Texas Tech,0.0,0,1,1,2
Cincinnati,UCF,54.55,6,5,0,11
Cincinnati,UCLA,100.0,2,0,0,2
Cincinnati,USC,,0,0,0,0
Cincinnati,Utah,0.0,0,1,0,1
Cincinnati,Vanderbilt,33.33,2,4,0,6
Cincinnati,Virginia,,0,0,0,0
Cincinnati,Virginia Tech,50.0,6,6,0,12
Cincinnati,Wake Forest,,0,0,0,0
Cincinnati,Washington,0.0,0,1,0,1
Cincinnati,Washington State,,0,0,0,0
Cincinnati,West Virginia,14.29,3,18,1,22
Cincinnati,Wisconsin,25.0,1,3,0,4
Clemson,Alabama,22.22,4,14,0,18
Clemson,Arizona,,0,0,0,0
Clemson,Arizona State,,0,0,0,0
Clemson,Arkansas,,0,0,0,0
Clemson,Auburn,31.25,15,33,2,50
Clemson,BYU,,0,0,0,0
Clemson,Baylor,0.0,0,1,0,1
Clemson,Boston College,70.97,22,9,2,33
Clemson,California (Cal),0.0,0,1,0,1
Clemson,Cincinnati,,0,0,0,0
Clemson,Clemson,,0,0,0,0
Clemson,Colorado,50.0,1,1,0,2
Clemson,Duke,67.27,37,18,1,56
Clemson,Florida,25.0,3,9,1,13
Clemson,Florida State,44.74,17,21,0,38
Clemson,Georgia,28.07,16,41,4,61
Clemson,Georgia Tech,39.53,34,52,2,88
Clemson,Houston,,0,0,0,0
Clemson,Illinois,100.0,1,0,0,1
Clemson,Indiana,,0,0,0,0
Clemson,Iowa,,0,0,0,0
Clemson,Iowa State,100.0,1,0,0,1
Clemson,Kansas,,0,0,0,0
Clemson,Kansas State,,0,0,0,0
Clemson,Kentucky,42.86,6,8,0,14
Clemson,LSU,20.0,1,4,0,5
Clemson,Louisville,90.0,9,1,0,10
Clemson,Maryland,56.67,34,26,2,62
Clemson,Miami (FL),50.0,7,7,0,14
Clemson,Michigan,,0,0,0,0
Clemson,Michigan State,,0,0,0,0
Clemson,Minnesota,0.0,0,1,0,1
Clemson,Mississippi State,50.0,1,1,1,3
Clemson,Missouri,75.0,3,1,0,4
Clemson,NC State,66.67,60,30,1,91
Clemson,Nebraska,50.0,1,1,0,2
Clemson,North Carolina,68.97,40,18,1,59
Clemson,Northwestern,,0,0,0,0
Clemson,Ohio State,80.0,4,1,0,5
Clemson,Oklahoma,60.0,3,2,0,5
Clemson,Oklahoma State,,0,0,0,0
Clemson,Ole Miss,0.0,0,2,0,2
Clemson,Oregon,,0,0,0,0
Clemson,Oregon State,,0,0,0,0
Clemson,Penn State,50.0,1,1,0,2
Clemson,Pittsburgh,50.0,3,3,0,6
Clemson,Purdue,,0,0,0,0
Clemson,Rutgers,,0,0,0,0
Clemson,South Carolina,61.95,70,43,4,117
Clemson,Stanford,100.0,2,0,0,2
Clemson,Syracuse,76.92,10,3,0,13
Clemson,TCU,50.0,2,2,0,4
Clemson,Tennessee,33.33,6,12,1,19
Clemson,Texas,0.0,0,1,0,1
Clemson,Texas A&M,50.0,3,3,0,6
Clemson,Texas Tech,0.0,0,1,0,1
Clemson,UCF,100.0,1,0,0,1
Clemson,UCLA,,0,0,0,0
Clemson,USC,0.0,0,1,0,1
Clemson,Utah,,0,0,0,0
Clemson,Vanderbilt,25.0,1,3,0,4
Clemson,Virginia,83.67,41,8,1,50
Clemson,Virginia Tech,67.65,23,11,1,35
Clemson,Wake Forest,80.9,72,17,1,90
Clemson,Washington,,0,0,0,0
Clemson,Washington State,,0,0,0,0
Clemson,West Virginia,50.0,1,1,0,2
Clemson,Wisconsin,,0,0,0,0
Colorado,Alabama,33.33,1,2,0,3
Colorado,Arizona,60.71,17,11,0,28
Colorado,Arizona State,26.67,4,11,0,15
Colorado,Arkansas,,0,0,0,0
Colorado,Auburn,0.0,0,1,0,1
Colorado,BYU,61.54,8,5,1,14
Colorado,Baylor,58.82,10,7,0,17
Colorado,Boston College,100.0,1,0,0,1
Colorado,California (Cal),41.67,5,7,0,12
Colorado,Cincinnati,100.0,2,0,0,2
Colorado,Clemson,50.0,1,1,0,2
Colorado,Colorado,,0,0,0,0
Colorado,Duke,,0,0,0,0
Colorado,Florida,,0,0,0,0
Colorado,Florida State,0.0,0,3,0,3
Colorado,Georgia,50.0,1,1,0,2
Colorado,Georgia Tech,0.0,0,1,0,1
Colorado,Houston,50.0,1,1,0,2
Colorado,Illinois,50.0,1,1,0,2
Colorado,Indiana,75.0,3,1,0,4
Colorado,Iowa,100.0,2,0,0,2
Colorado,Iowa State,76.92,50,15,1,66
Colorado,Kansas,61.76,42,26,3,71
Colorado,Kansas State,67.16,45,22,1,68
Colorado,Kentucky,,0,0,0,0
Colorado,LSU,16.67,1,5,0,6
Colorado,Louisville,,0,0,0,0
Colorado,Maryland,,0,0,0,0
Colorado,Miami (FL),62.5,5,3,0,8
Colorado,Michigan,20.0,1,4,0,5
Colorado,Michigan State,0.0,0,3,0,3
Colorado,Minnesota,60.0,3,2,0,5
Colorado,Mississippi State,,0,0,0,0
Colorado,Missouri,43.06,31,41,3,75
Colorado,NC State,,0,0,0,0
Colorado,Nebraska,30.0,21,49,2,72
Colorado,North Carolina,,0,0,0,0
Colorado,Northwestern,50.0,1,1,0,2
Colorado,Ohio State,20.0,1,4,0,5
Colorado,Oklahoma,29.82,17,40,2,59
Colorado,Oklahoma State,57.45,27,20,1,48
Colorado,Ole Miss,,0,0,0,0
Colorado,Oregon,36.0,9,16,0,25
Colorado,Oregon State,42.86,6,8,0,14
Colorado,Penn State,50.0,1,1,0,2
Colorado,Pittsburgh,,0,0,0,0
Colorado,Purdue,,0,0,0,0
Colorado,Rutgers,,0,0,0,0
Colorado,South Carolina,,0,0,0,0
Colorado,Stanford,46.15,6,7,0,13
Colorado,Syracuse,0.0,0,1,0,1
Colorado,TCU,33.33,1,2,0,3
Colorado,Tennessee,,0,0,1,1
Colorado,Texas,36.84,7,12,0,19
Colorado,Texas A&M,60.0,6,4,0,10
Colorado,Texas Tech,54.55,6,5,0,11
Colorado,UCF,100.0,1,0,0,1
Colorado,UCLA,26.32,5,14,0,19
Colorado,USC,0.0,0,17,0,17
Colorado,Utah,47.83,33,36,3,72
Colorado,Vanderbilt,,0,0,0,0
Colorado,Virginia,,0,0,0,0
Colorado,Virginia Tech,,0,0,0,0
Colorado,Wake Forest,,0,0,0,0
Colorado,Washington,35.0,7,13,1,21
Colorado,Washington State,42.86,6,8,0,14
Colorado,West Virginia,33.33,1,2,0,3
Colorado,Wisconsin,80.0,4,1,1,6
Duke,Alabama,20.0,1,4,0,5
Duke,Arizona,,0,0,0,0
Duke,Arizona State,50.0,1,1,0,2
Duke,Arkansas,100.0,1,0,0,1
Duke,Auburn,40.0,2,3,0,5
Duke,BYU,,0,0,0,0
Duke,Baylor,100.0,3,0,0,3
Duke,Boston College,44.44,4,5,0,9
Duke,California (Cal),100.0,2,0,1,3
Duke,Cincinnati,0.0,0,1,0,1
Duke,Clemson,32.73,18,37,1,56
Duke,Colorado,,0,0,0,0
Duke,Duke,,0,0,0,0
Duke,Florida,40.0,2,3,0,5
Duke,Florida State,4.35,1,22,0,23
Duke,Georgia,0.0,0,1,0,1
Duke,Georgia Tech,38.46,35,56,1,92
Duke,Houston,,0,0,0,0
Duke,Illinois,33.33,1,2,0,3
Duke,Indiana,50.0,2,2,0,4
Duke,Iowa,,0,0,0,0
Duke,Iowa State,,0,0,0,0
Duke,Kansas,50.0,2,2,0,4
Duke,Kansas State,,0,0,0,0
Duke,Kentucky,100.0,4,0,0,4
Duke,LSU,50.0,1,1,0,2
Duke,Louisville,0.0,0,4,0,4
Duke,Maryland,38.0,19,31,0,50
Duke,Miami (FL),23.81,5,16,0,21
Duke,Michigan,0.0,0,6,0,6
Duke,Michigan State,,0,0,0,0
Duke,Minnesota,,0,0,0,0
Duke,Mississippi State,,0,0,0,0
Duke,Missouri,0.0,0,1,0,1
Duke,NC State,54.32,44,37,5,86
Duke,Nebraska,100.0,1,0,0,1
Duke,North Carolina,37.62,38,63,4,105
Duke,Northwestern,58.33,14,10,0,24
Duke,Ohio State,25.0,1,3,0,4
Duke,Oklahoma,0.0,0,1,0,1
Duke,Oklahoma State,,0,0,0,0
Duke,Ole Miss,0.0,0,1,0,1
Duke,Oregon,,0,0,0,0
Duke,Oregon State,0.0,0,1,0,1
Duke,Penn State,,0,0,0,0
Duke,Pittsburgh,37.04,10,17,0,27
Duke,Purdue,66.67,2,1,1,4
Duke,Rutgers,50.0,2,2,0,4
Duke,South Carolina,58.54,24,17,3,44
Duke,Stanford,25.0,1,3,0,4
Duke,Syracuse,83.33,5,1,0,6
Duke,TCU,,0,0,0,0
Duke,Tennessee,46.15,12,14,2,28
Duke,Texas,,0,0,0,0
Duke,Texas A&M,0.0,0,1,0,1
Duke,Texas Tech,0.0,0,1,0,1
Duke,UCF,100.0,1,0,0,1
Duke,UCLA,0.0,0,1,0,1
Duke,USC,0.0,0,3,0,3
Duke,Utah,,0,0,0,0
Duke,Vanderbilt,36.36,4,7,0,11
Duke,Virginia,45.95,34,40,0,74
Duke,Virginia Tech,38.71,12,19,0,31
Duke,Wake Forest,60.0,60,40,2,102
Duke,Washington,50.0,1,1,0,2
Duke,Washington State,,0,0,0,0
Duke,West Virginia,75.0,3,1,0,4
Duke,Wisconsin,0.0,0,1,0,1
Florida,Alabama,32.56,14,29,0,43
Florida,Arizona,,0,0,0,0
Florida,Arizona State,,0,0,0,0
Florida,Arkansas,76.92,10,3,0,13
Florida,Auburn,46.99,39,44,2,85
Florida,BYU,,0,0,0,0
Florida,Baylor,100.0,1,0,0,1
Florida,Boston College,50.0,1,1,0,2
Florida,California (Cal),100.0,2,0,0,2
Florida,Cincinnati,100.0,2,0,0,2
Florida,Clemson,75.0,9,3,1,13
Florida,Colorado,,0,0,0,0
Florida,Duke,60.0,3,2,0,5
Florida,Florida,,0,0,0,0
Florida,Florida State,57.35,39,29,2,70
Florida,Georgia,43.14,44,58,2,104
Florida,Georgia Tech,27.27,9,24,6,39
Florida,Houston,75.0,3,1,0,4
Florida,Illinois,100.0,2,0,0,2
Florida,Indiana,0.0,0,1,0,1
Florida,Iowa,75.0,3,1,0,4
Florida,Iowa State,,0,0,0,0
Florida,Kansas,,0,0,0,0
Florida,Kansas State,100.0,2,0,0,2
Florida,Kentucky,71.05,54,22,0,76
Florida,LSU,49.28,34,35,3,72
Florida,Louisville,66.67,2,1,0,3
Florida,Maryland,66.67,12,6,0,18
Florida,Miami (FL),46.55,27,31,0,58
Florida,Michigan,20.0,1,4,0,5
Florida,Michigan State,0.0,0,1,0,1
Florida,Minnesota,,0,0,0,0
Florida,Mississippi State,65.45,36,19,2,57
Florida,Missouri,46.15,6,7,0,13
Florida,NC State,69.23,9,4,1,14
Florida,Nebraska,0.0,0,2,0,2
Florida,North Carolina,22.22,2,7,1,10
Florida,Northwestern,100.0,2,0,0,2
Florida,Ohio State,100.0,2,0,0,2
Florida,Oklahoma,50.0,1,1,0,2
Florida,Oklahoma State,100.0,1,0,0,1
Florida,Ole Miss,50.0,13,13,1,27
Florida,Oregon,100.0,1,0,0,1
Florida,Oregon State,0.0,0,1,0,1
Florida,Penn State,100.0,3,0,0,3
Florida,Pittsburgh,,0,0,1,1
Florida,Purdue,,0,0,0,0
Florida,Rutgers,100.0,1,0,1,2
Florida,South Carolina,75.61,31,10,3,44
Florida,Stanford,,0,0,0,0
Florida,Syracuse,50.0,2,2,0,4
Florida,TCU,,0,0,0,0
Florida,Tennessee,58.18,32,23,0,55
Florida,Texas,25.0,1,3,1,5
Florida,Texas A&M,37.5,3,5,0,8
Florida,Texas Tech,,0,0,0,0
Florida,UCF,75.0,3,1,0,4
Florida,UCLA,40.0,2,3,0,5
Florida,USC,100.0,1,0,1,2
Florida,Utah,66.67,2,1,0,3
Florida,Vanderbilt,80.0,44,11,2,57
Florida,Virginia,100.0,2,0,0,2
Florida,Virginia Tech,100.0,2,0,0,2
Florida,Wake Forest,100.0,4,0,0,4
Florida,Washington,0.0,0,1,0,1
Florida,Washington State,,0,0,0,0
Florida,West Virginia,50.0,1,1,0,2
Florida,Wisconsin,,0,0,0,0
Florida State,Alabama,40.0,2,3,1,6
Florida State,Arizona,,0,0,0,0
Florida State,Arizona State,60.0,3,2,0,5
Florida State,Arkansas,,0,0,0,0
Florida State,Auburn,27.78,5,13,1,19
Florida State,BYU,100.0,4,0,0,4
Florida State,Baylor,33.33,1,2,0,3
Florida State,Boston College,72.73,16,6,0,22
Florida State,California (Cal),100.0,1,0,0,1
Florida State,Cincinnati,100.0,6,0,0,6
Florida State,Clemson,55.26,21,17,0,38
Florida State,Colorado,100.0,3,0,0,3
Florida State,Duke,95.65,22,1,0,23
Florida State,Florida,42.65,29,39,2,70
Florida State,Florida State,,0,0,0,0
Florida State,Georgia,36.36,4,7,1,12
Florida State,Georgia Tech,51.72,15,14,1,30
Florida State,Houston,13.33,2,13,2,17
Florida State,Illinois,,0,0,0,0
Florida State,Indiana,100.0,1,0,0,1
Florida State,Iowa,,0,0,0,0
Florida State,Iowa State,50.0,1,1,0,2
Florida State,Kansas,71.43,5,2,0,7
Florida State,Kansas State,100.0,3,0,0,3
Florida State,Kentucky,20.0,1,4,1,6
Florida State,LSU,81.82,9,2,0,11
Florida State,Louisville,77.27,17,5,0,22
Florida State,Maryland,91.67,22,2,0,24
Florida State,Miami (FL),47.14,33,37,0,70
Florida State,Michigan,66.67,2,1,0,3
Florida State,Michigan State,100.0,2,0,0,2
Florida State,Minnesota,,0,0,0,0
Florida State,Mississippi State,77.78,7,2,0,9
Florida State,Missouri,,0,0,0,0
Florida State,NC State,61.36,27,17,0,44
Florida State,Nebraska,75.0,6,2,0,8
Florida State,North Carolina,80.95,17,4,1,22
Florida State,Northwestern,,0,0,0,0
Florida State,Ohio State,100.0,3,0,0,3
Florida State,Oklahoma,25.0,2,6,0,8
Florida State,Oklahoma State,80.0,4,1,0,5
Florida State,Ole Miss,50.0,1,1,0,2
Florida State,Oregon,0.0,0,1,0,1
Florida State,Oregon State,,0,0,0,0
Florida State,Penn State,50.0,1,1,1,3
Florida State,Pittsburgh,41.67,5,7,0,12
Florida State,Purdue,,0,0,0,0
Florida State,Rutgers,,0,0,0,0
Florida State,South Carolina,84.21,16,3,0,19
Florida State,Stanford,0.0,0,1,0,1
Florida State,Syracuse,87.5,14,2,0,16
Florida State,TCU,33.33,1,2,0,3
Florida State,Tennessee,50.0,1,1,0,2
Florida State,Texas,,0,0,0,0
Florida State,Texas A&M,100.0,4,0,0,4
Florida State,Texas Tech,80.0,4,1,0,5
Florida State,UCF,100.0,1,0,0,1
Florida State,UCLA,100.0,1,0,0,1
Florida State,USC,100.0,2,0,0,2
Florida State,Utah,,0,0,0,0
Florida State,Vanderbilt,,0,0,0,0
Florida State,Virginia,75.0,15,5,0,20
Florida State,Virginia Tech,65.79,25,13,1,39
Florida State,Wake Forest,78.05,32,9,1,42
Florida State,Washington,,0,0,0,0
Florida State,Washington State,,0,0,0,0
Florida State,West Virginia,100.0,3,0,0,3
Florida State,Wisconsin,100.0,1,0,0,1
Georgia,Alabama,36.62,26,45,3,74
Georgia,Arizona,,0,0,1,1
Georgia,Arizona State,100.0,2,0,0,2
Georgia,Arkansas,75.0,12,4,0,16
Georgia,Auburn,55.17,64,52,6,122
Georgia,BYU,100.0,1,0,0,1
Georgia,Baylor,100.0,5,0,0,5
Georgia,Boston College,50.0,2,2,0,4
Georgia,California (Cal),100.0,2,0,0,2
Georgia,Cincinnati,100.0,3,0,0,3
Georgia,Clemson,71.93,41,16,4,61
Georgia,Colorado,50.0,1,1,0,2
Georgia,Duke,100.0,1,0,0,1
Georgia,Florida,56.86,58,44,2,104
Georgia,Florida State,63.64,7,4,1,12
Georgia,Georgia,,0,0,0,0
Georgia,Georgia Tech,63.3,69,40,5,114
Georgia,Houston,33.33,1,2,1,4
Georgia,Illinois,,0,0,0,0
Georgia,Indiana,,0,0,0,0
Georgia,Iowa,,0,0,0,0
Georgia,Iowa State,,0,0,0,0
Georgia,Kansas,,0,0,0,0
Georgia,Kansas State,,0,0,0,0
Georgia,Kentucky,84.42,65,12,2,79
Georgia,LSU,43.75,14,18,1,33
Georgia,Louisville,100.0,1,0,0,1
Georgia,Maryland,40.0,2,3,1,6
Georgia,Miami (FL),63.64,7,4,1,12
Georgia,Michigan,66.67,2,1,0,3
Georgia,Michigan State,66.67,2,1,0,3
Georgia,Minnesota,,0,0,0,0
Georgia,Mississippi State,78.57,22,6,0,28
Georgia,Missouri,92.31,12,1,0,13
Georgia,NC State,85.71,6,1,1,8
Georgia,Nebraska,33.33,1,2,0,3
Georgia,North Carolina,72.73,16,6,2,24
Georgia,Northwestern,,0,0,0,0
Georgia,Ohio State,100.0,2,0,0,2
Georgia,Oklahoma,100.0,1,0,0,1
Georgia,Oklahoma State,75.0,3,1,0,4
Georgia,Ole Miss,69.39,34,15,1,50
Georgia,Oregon,100.0,2,0,0,2
Georgia,Oregon State,100.0,3,0,0,3
Georgia,Penn State,50.0,1,1,0,2
Georgia,Pittsburgh,0.0,0,3,1,4
Georgia,Purdue,100.0,2,0,0,2
Georgia,Rutgers,,0,0,0,0
Georgia,South Carolina,73.24,52,19,2,73
Georgia,Stanford,0.0,0,1,0,1
Georgia,Syracuse,0.0,0,1,0,1
Georgia,TCU,100.0,5,0,0,5
Georgia,Tennessee,57.69,30,22,2,54
Georgia,Texas,50.0,4,4,0,8
Georgia,Texas A&M,50.0,3,3,0,6
Georgia,Texas Tech,100.0,3,0,0,3
Georgia,UCF,50.0,1,1,0,2
Georgia,UCLA,100.0,2,0,0,2
Georgia,USC,0.0,0,3,0,3
Georgia,Utah,,0,0,0,0
Georgia,Vanderbilt,77.92,60,17,2,79
Georgia,Virginia,60.0,9,6,3,18
Georgia,Virginia Tech,66.67,2,1,0,3
Georgia,Wake Forest,33.33,1,2,0,3
Georgia,Washington,,0,0,0,0
Georgia,Washington State,,0,0,0,0
Georgia,West Virginia,0.0,0,1,0,1
Georgia,Wisconsin,100.0,2,0,0,2
Georgia Tech,Alabama,42.86,21,28,3,52
Georgia Tech,Arizona,0.0,0,2,0,2
Georgia Tech,Arizona State,,0,0,0,0
Georgia Tech,Arkansas,50.0,1,1,0,2
Georgia Tech,Auburn,49.4,41,42,3,86
Georgia Tech,BYU,20.0,1,4,0,5
Georgia Tech,Baylor,75.0,3,1,0,4
Georgia Tech,Boston College,61.54,8,5,0,13
Georgia Tech,California (Cal),42.86,3,4,0,7
Georgia Tech,Cincinnati,,0,0,0,0
Georgia Tech,Clemson,60.47,52,34,2,88
Georgia Tech,Colorado,100.0,1,0,0,1
Georgia Tech,Duke,61.54,56,35,1,92
Georgia Tech,Florida,72.73,24,9,6,39
Georgia Tech,Florida State,48.28,14,15,1,30
Georgia Tech,Georgia,36.7,40,69,5,114
Georgia Tech,Georgia Tech,,0,0,0,0
Georgia Tech,Houston,,0,0,0,0
Georgia Tech,Illinois,,0,0,0,0
Georgia Tech,Indiana,,0,0,0,0
Georgia Tech,Iowa,0.0,0,1,0,1
Georgia Tech,Iowa State,100.0,1,0,0,1
Georgia Tech,Kansas,66.67,2,1,0,3
Georgia Tech,Kansas State,,0,0,0,0
Georgia Tech,Kentucky,63.16,12,7,1,20
Georgia Tech,LSU,63.16,12,7,0,19
Georgia Tech,Louisville,50.0,2,2,0,4
Georgia Tech,Maryland,71.43,15,6,0,21
Georgia Tech,Miami (FL),51.72,15,14,0,29
Georgia Tech,Michigan,0.0,0,1,0,1
Georgia Tech,Michigan State,100.0,3,0,0,3
Georgia Tech,Minnesota,0.0,0,1,0,1
Georgia Tech,Mississippi State,100.0,5,0,0,5
Georgia Tech,Missouri,50.0,1,1,0,2
Georgia Tech,NC State,63.64,21,12,0,33
Georgia Tech,Nebraska,100.0,1,0,0,1
Georgia Tech,North Carolina,60.71,34,22,3,59
Georgia Tech,Northwestern,,0,0,0,0
Georgia Tech,Ohio State,,0,0,0,0
Georgia Tech,Oklahoma,,0,0,0,0
Georgia Tech,Oklahoma State,,0,0,0,0
Georgia Tech,Ole Miss,33.33,2,4,0,6
Georgia Tech,Oregon,,0,0,0,0
Georgia Tech,Oregon State,,0,0,0,0
Georgia Tech,Penn State,42.86,3,4,0,7
Georgia Tech,Pittsburgh,33.33,6,12,0,18
Georgia Tech,Purdue,0.0,0,1,0,1
Georgia Tech,Rutgers,100.0,1,0,0,1
Georgia Tech,South Carolina,55.0,11,9,0,20
Georgia Tech,Stanford,100.0,2,0,0,2
Georgia Tech,Syracuse,71.43,5,2,0,7
Georgia Tech,TCU,100.0,2,0,0,2
Georgia Tech,Tennessee,40.48,17,25,2,44
Georgia Tech,Texas,0.0,0,1,0,1
Georgia Tech,Texas A&M,50.0,1,1,0,2
Georgia Tech,Texas Tech,100.0,2,0,0,2
Georgia Tech,UCF,66.67,4,2,0,6
Georgia Tech,UCLA,,0,0,0,0
Georgia Tech,USC,50.0,2,2,0,4
Georgia Tech,Utah,0.0,0,2,0,2
Georgia Tech,Vanderbilt,57.14,20,15,3,38
Georgia Tech,Virginia,50.0,22,22,1,45
Georgia Tech,Virginia Tech,42.86,9,12,0,21
Georgia Tech,Wake Forest,75.76,25,8,0,33
Georgia Tech,Washington,,0,0,0,0
Georgia Tech,Washington State,,0,0,0,0
Georgia Tech,West Virginia,66.67,2,1,0,3
Georgia Tech,Wisconsin,,0,0,0,0
Houston,Alabama,0.0,0,10,0,10
Houston,Arizona,66.67,4,2,0,6
Houston,Arizona State,50.0,5,5,0,10
Houston,Arkansas,33.33,6,12,0,18
Houston,Auburn,28.57,2,5,0,7
Houston,BYU,0.0,0,4,0,4
Houston,Baylor,50.0,15,15,1,31
Houston,Boston College,33.33,1,2,0,3
Houston,California (Cal),0.0,0,2,0,2
Houston,Cincinnati,50.0,15,15,0,30
Houston,Clemson,,0,0,0,0
Houston,Colorado,50.0,1,1,0,2
Houston,Duke,,0,0,0,0
Houston,Florida,25.0,1,3,0,4
Houston,Florida State,86.67,13,2,2,17
Houston,Georgia,66.67,2,1,1,4
Houston,Georgia Tech,,0,0,0,0
Houston,Houston,,0,0,0,0
Houston,Illinois,50.0,1,1,0,2
Houston,Indiana,,0,0,0,0
Houston,Iowa,,0,0,0,0
Houston,Iowa State,0.0,0,1,0,1
Houston,Kansas,0.0,0,5,0,5
Houston,Kansas State,50.0,1,1,0,2
Houston,Kentucky,100.0,2,0,0,2
Houston,LSU,50.0,2,2,0,4
Houston,Louisville,52.94,9,8,0,17
Houston,Maryland,100.0,1,0,0,1
Houston,Miami (FL),38.89,7,11,0,18
Houston,Michigan,0.0,0,3,0,3
Houston,Michigan State,100.0,1,0,0,1
Houston,Minnesota,50.0,1,1,0,2
Houston,Mississippi State,56.25,9,7,0,16
Houston,Missouri,50.0,1,1,0,2
Houston,NC State,50.0,1,1,1,3
Houston,Nebraska,100.0,1,0,0,1
Houston,North Carolina,50.0,1,1,0,2
Houston,Northwestern,,0,0,0,0
Houston,Ohio State,0.0,0,1,0,1
Houston,Oklahoma,20.0,1,4,0,5
Houston,Oklahoma State,52.38,11,10,1,22
Houston,Ole Miss,16.67,3,15,0,18
Houston,Oregon,0.0,0,3,0,3
Houston,Oregon State,75.0,3,1,0,4
Houston,Penn State,33.33,1,2,0,3
Houston,Pittsburgh,66.67,2,1,0,3
Houston,Purdue,,0,0,0,0
Houston,Rutgers,100.0,1,0,0,1
Houston,South Carolina,66.67,2,1,0,3
Houston,Stanford,,0,0,0,0
Houston,Syracuse,50.0,1,1,0,2
Houston,TCU,50.0,14,14,0,28
Houston,Tennessee,33.33,1,2,0,3
Houston,Texas,29.17,7,17,2,26
Houston,Texas A&M,38.71,12,19,3,34
Houston,Texas Tech,51.43,18,17,1,36
Houston,UCF,33.33,4,8,0,12
Houston,UCLA,42.86,3,4,0,7
Houston,USC,0.0,0,3,0,3
Houston,Utah,100.0,5,0,0,5
Houston,Vanderbilt,50.0,1,1,0,2
Houston,Virginia,,0,0,0,0
Houston,Virginia Tech,75.0,3,1,1,5
Houston,Wake Forest,100.0,2,0,0,2
Houston,Washington,0.0,0,2,0,2
Houston,Washington State,25.0,1,3,0,4
Houston,West Virginia,50.0,1,1,0,2
Houston,Wisconsin,,0,0,0,0
Illinois,Alabama,0.0,0,1,0,1
Illinois,Arizona,25.0,1,3,0,4
Illinois,Arizona State,25.0,1,3,0,4
Illinois,Arkansas,,0,0,0,0
Illinois,Auburn,,0,0,0,0
Illinois,BYU,,0,0,0,0
Illinois,Baylor,50.0,1,1,0,2
Illinois,Boston College,,0,0,0,0
Illinois,California (Cal),63.64,7,4,0,11
Illinois,Cincinnati,50.0,1,1,0,2
Illinois,Clemson,0.0,0,1,0,1
Illinois,Colorado,50.0,1,1,0,2
Illinois,Duke,66.67,2,1,0,3
Illinois,Florida,0.0,0,2,0,2
Illinois,Florida State,,0,0,0,0
Illinois,Georgia,,0,0,0,0
Illinois,Georgia Tech,,0,0,0,0
Illinois,Houston,50.0,1,1,0,2
Illinois,Illinois,,0,0,0,0
Illinois,Indiana,63.89,46,26,2,74
Illinois,Iowa,50.65,39,38,2,79
Illinois,Iowa State,75.0,3,1,2,6
Illinois,Kansas,57.14,4,3,0,7
Illinois,Kansas State,100.0,1,0,0,1
Illinois,Kentucky,50.0,1,1,0,2
Illinois,LSU,0.0,0,1,0,1
Illinois,Louisville,60.0,3,2,0,5
Illinois,Maryland,50.0,2,2,0,4
Illinois,Miami (FL),,0,0,0,0
Illinois,Michigan,25.0,24,72,2,98
Illinois,Michigan State,42.55,20,27,2,49
Illinois,Minnesota,44.59,33,41,3,77
Illinois,Mississippi State,33.33,1,2,0,3
Illinois,Missouri,29.17,7,17,0,24
Illinois,NC State,,0,0,0,0
Illinois,Nebraska,33.33,7,14,1,22
Illinois,North Carolina,0.0,0,4,0,4
Illinois,Northwestern,51.75,59,55,5,119
Illinois,Ohio State,30.0,30,70,4,104
